상품번호,이름,연식,주행거리,차량번호,지역,현재가격,원래가격,할인금액,최초등록,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,변속기,압류,저당,내차피해,소유자 변경,옵션정보,배터리 용량(kWh),축전지 정격전압/용량(v/Ah),최고출력(kW),최대토크(Nm),복합(km/kWh),도심(km/kWh),고속도로(km/kWh)
GJJ240930009281,2021 G80 가솔린 3.5 터보 AWD 시그니처 디자인 셀렉션Ⅱ,2020년,"79,876km",164더8849,양산,"4,150
만원",,,2020.07.16,가솔린,"3,470cc",비크 블랙,블랙모노톤(애쉬 칼라 그라데이션),승용,5인승,AWD,자동,없음,없음,1건,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJX240910008842,2020 GV80 가솔린 3.5 터보 AWD 5인승 시그니처 디자인 셀렉션Ⅱ,2020년,"93,736km",287라2831,용인,"4,860
만원","5,110
만원","250
만원 할인",2020.08.24,가솔린,"3,470cc",비크 블랙,블루/듄 베이지 투톤(버취),SUV,5인승,AWD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJX240927009089,2021 GV80 가솔린 3.5 터보 AWD 7인승 시그니처 디자인 셀렉션Ⅱ,2021년,"49,652km",192더7459,용인,"6,190
만원",,,2021.03.18,가솔린,"3,470cc",골드코스트 실버,블랙모노톤(블랙 애쉬),SUV,7인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HCN241029010036,2023 아반떼(CN7) 하이브리드 모던,2022년,"12,760km",168머7348,양산,"2,340
만원",,,2022.08.17,하이브리드,"1,580cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,자동 (DCT),없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '미포함', '열선 스티어링 휠': '포함', '열선 시트 (1열)': '포함', '통풍시트(1열)': '포함', '전동 시트 (운전석)': '미포함', '가죽 시트': '미포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '미포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '미포함'}",,,,,,,
HIG241125010626,2020 그랜저(IG) 가솔린 2.5 캘리그래피,2020년,"49,220km",377오5472,용인,"3,050
만원",,,2020.03.12,가솔린,"2,497cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJU240814008248,2021 G70 가솔린 2.0 터보 AWD 스포츠 스탠다드 디자인,2021년,"7,489km",352가1632,양산,"4,260
만원","4,510
만원","250
만원 할인",2021.05.24,가솔린,"1,998cc",태즈먼 블루,블랙/레드 투톤(레드시트),승용,5인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJU241119010592,2021 G70 가솔린 2.0 터보 AWD 천연가죽 패키지,2021년,"19,755km",259가7322,용인,"3,660
만원",,,2021.04.01,가솔린,"1,998cc",우유니 화이트,벨벳버건디투톤(벨벳버건디시트),승용,5인승,AWD,자동,없음,없음,3건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HIG240905008763,2023 그랜저(IG) 하이브리드 르블랑,2022년,"23,321km",106저1868,양산,"3,650
만원","3,750
만원","100
만원 할인",2022.09.01,하이브리드,"2,359cc",세레니티 화이트 펄,블랙/베이지(베이지시트),승용,5인승,2WD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ241211010992,2022 G80 가솔린 2.5 터보 AWD 스탠다드 디자인,2021년,"46,285km",131소5991,용인,"4,060
만원",,,2021.10.11,가솔린,"2,497cc",비크 블랙,블랙모노톤,승용,5인승,AWD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ240415005478,2022 G80 가솔린 2.5 터보 AWD 스포츠 디자인 셀렉션,2022년,"16,819km",212라6316,용인,"5,950
만원","6,100
만원","150
만원 할인",2022.04.05,가솔린,"2,497cc",태즈먼 블루,바닐라 베이지 위빙,승용,5인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HCN241030010073,2022 아반떼(CN7) 가솔린 1.6 인스퍼레이션,2021년,"6,531km",214거5033,양산,"2,230
만원",,,2021.11.16,가솔린,"1,598cc",팬텀 블랙 펄,블랙모노톤,승용,5인승,2WD,자동 (IVT),없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동 시트 (운전석)': '포함', '가죽 시트': '포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJP240819008358,2023 G90 가솔린 3.5 터보 AWD 4인승 스탠다드 디자인,2022년,"71,268km",389우6144,용인,"7,460
만원","7,860
만원","400
만원 할인",2022.12.04,가솔린,"3,470cc",비크 블랙,블랙/브라운,승용,4인승,AWD,자동,없음,없음,2건,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ240628007208,2021 G80 가솔린 3.5 터보 AWD 시그니처 디자인 셀렉션Ⅱ,2021년,"14,578km",215어5602,용인,"5,290
만원","5,590
만원","300
만원 할인",2021.04.12,가솔린,"3,470cc",비크 블랙,블랙모노톤(애쉬 메탈릭 그라데이션),승용,5인승,AWD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ240915008969,2021 G80 가솔린 3.5 터보 AWD 시그니처 디자인 셀렉션Ⅱ,2020년,"86,112km",256누7420,군산,"4,100
만원","4,300
만원","200
만원 할인",2020.05.24,가솔린,"3,470cc",태즈먼 블루,바닐라 베이지(유칼립투스),승용,5인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJX241004009446,2020 GV80 가솔린 3.5 터보 AWD 7인승 시그니처 디자인 셀렉션Ⅱ,2020년,"9,460km",382저2700,용인,"6,790
만원",,,2020.06.18,가솔린,"3,470cc",로얄 블루,블랙모노톤(올리브 애쉬),SUV,7인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HDN240626007102,2022 쏘나타(DN8) 가솔린 2.5 터보 N Line 더 블랙,2021년,"51,116km",176오8832,양산,"2,710
만원","2,810
만원","100
만원 할인",2021.10.14,가솔린,"2,497cc",미드나잇 블랙 펄,다크그레이+레드엑센,승용,5인승,2WD,자동 (DCT),없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선 시트 (1열)': '포함', '통풍시트(1열)': '포함', '전동 시트 (운전석)': '포함', '가죽 시트': '포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HDN240831008637,2023 쏘나타(DN8) 하이브리드 인스퍼레이션,2022년,"47,511km",180다3455,양산,"3,160
만원","3,260
만원","100
만원 할인",2022.09.29,하이브리드,"1,999cc",녹턴 그레이 메탈릭,카멜,승용,5인승,2WD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '미포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ241028009978,2021 G80 가솔린 3.5 터보 AWD 스탠다드 디자인,2020년,"43,725km",334오4564,용인,"4,100
만원",,,2020.08.25,가솔린,"3,470cc",비크 블랙,블랙모노톤,승용,5인승,AWD,자동,없음,없음,2건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJK240909008831,2023 GV70 가솔린 2.5 터보 AWD 스포츠 디자인 셀렉션Ⅱ,2022년,"25,055km",151부6893,용인,"5,050
만원","5,200
만원","150
만원 할인",2022.08.30,가솔린,"2,497cc",세빌 실버,옵시디언블랙/울트라마린블루투톤,SUV,5인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJK240930009278,2021 GV70 가솔린 2.5 터보 AWD 스포츠 디자인 셀렉션Ⅱ,2021년,"28,606km",119노6141,용인,"5,260
만원",,,2021.06.22,가솔린,"2,497cc",우유니 화이트,옵시디언블랙/울트라마린블루투톤,SUV,5인승,AWD,자동,없음,없음,2건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ241104010200,2021 G80 가솔린 2.5 터보 AWD 시그니처 디자인 셀렉션Ⅱ,2020년,"87,001km",299거3902,양산,"4,390
만원",,,2020.08.25,가솔린,"2,497cc",비크 블랙,포레스트 블루(올리브 애쉬),승용,5인승,AWD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJK240826008521,2023 GV70 가솔린 2.5 터보 AWD 스포츠 디자인 셀렉션Ⅱ,2022년,"22,301km",110보5329,양산,"5,660
만원","5,810
만원","150
만원 할인",2022.08.21,가솔린,"2,497cc",우유니 화이트,옵시디언블랙/세비야레드투톤,SUV,5인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HMX241210010929,2024 싼타페(MX5) 하이브리드 AWD 5인승 캘리그래피,2023년,"20,339km",236우1428,양산,"4,530
만원",,,2023.11.01,하이브리드,"1,598cc",마그네틱 그레이 메탈릭,블랙모노톤(캘리그래피),SUV,5인승,AWD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HDN241029010033,2023 쏘나타(DN8) 가솔린 2.0 프리미엄 플러스,2023년,"2,979km",168머7383,양산,"2,510
만원",,,2023.01.31,가솔린,"1,999cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,자동,없음,없음,1건,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선 시트 (1열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HOS241002009385,2020 코나(OS) 가솔린 1.6 터보 2WD 모던 초이스,2020년,"60,494km",115버3045,용인,"1,790
만원",,,2020.09.07,가솔린,"1,591cc",펄스 레드 펄,블랙,SUV,5인승,2WD,자동 (DCT),없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선 시트 (1열)': '포함', '통풍시트(1열)': '포함', '전동 시트 (운전석)': '미포함', '가죽 시트': '미포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '미포함'}",,,,,,,
HTM241003009395,2022 싼타페(TM) 하이브리드 2WD 7인승 캘리그래피,2022년,"16,474km",168러8633,양산,"3,840
만원","3,940
만원","100
만원 할인",2022.08.25,하이브리드,"1,598cc",마그네틱 그레이 메탈릭,라이트그레이,SUV,7인승,2WD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJK240903008701,2023 GV70 가솔린 2.5 터보 2WD 스포츠 디자인 셀렉션Ⅱ,2022년,"13,004km",119가8368,용인,"4,940
만원","5,290
만원","350
만원 할인",2022.08.23,가솔린,"2,497cc",비크 블랙,옵시디언블랙/울트라마린블루투톤,SUV,5인승,2WD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJX241023009912,2022 GV80 가솔린 2.5 터보 AWD 6인승 시그니처 디자인 셀렉션Ⅱ,2022년,"28,592km",130더9020,용인,"6,920
만원",,,2022.04.13,가솔린,"2,497cc",카본 메탈,블루/듄 베이지 투톤(올리브애쉬),SUV,6인승,AWD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HDN241020009710,2022 쏘나타(DN8) 가솔린 2.0 인스퍼레이션,2022년,"13,438km",106저1840,양산,"2,750
만원",,,2022.09.04,가솔린,"1,999cc",햄턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,자동,없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HAX241211011009,2023 캐스퍼(AX) 가솔린 1.0 터보 4인승 인스퍼레이션,2022년,"36,095km",327부8301,양산,"1,570
만원",,,2022.07.21,가솔린,998cc,소울트로닉 오렌지 펄,블랙모노톤,SUV,4인승,2WD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선 시트 (1열)': '포함', '통풍 시트 (운전석)': '포함', '전동 시트 (운전석)': '미포함', '가죽 시트': '미포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '미포함'}",,,,,,,
HTM241119010563,2021 싼타페(TM) 디젤 2.2 2WD 5인승 프리미엄 초이스,2020년,"61,877km",387라1255,양산,"2,450
만원",,,2020.09.21,디젤,"2,151cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,자동 (DCT),없음,없음,1건,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '미포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '포함', '후측방 경보 시스템': '미포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '미포함', '전방 주차거리 경고': '포함'}",,,,,,,
HCN241125010632,2021 아반떼(CN7) 가솔린 1.6 모던,2020년,"45,695km",110고8737,군산,"1,620
만원",,,2020.11.01,가솔린,"1,598cc",폴라 화이트,블랙모노톤,승용,5인승,2WD,자동 (IVT),없음,없음,1건,있음,"{'내비게이션': '미포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선 시트 (1열)': '포함', '통풍 시트 (운전석)': '포함', '전동 시트 (운전석)': '미포함', '가죽 시트': '미포함', '전동식 트렁크': '미포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '미포함', '후방 모니터': '미포함', '후측방 경보 시스템': '미포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '미포함', '전방 주차거리 경고': '미포함'}",,,,,,,
GJX241211010994,2022 GV80 가솔린 2.5 터보 AWD 6인승 시그니처 디자인 셀렉션Ⅱ,2022년,"50,282km",131소5966,용인,"6,250
만원",,,2022.04.17,가솔린,"2,497cc",비크 블랙,블루/듄 베이지 투톤(올리브애쉬),SUV,6인승,AWD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열/2열)': '포함', '전동시트(1열/2열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
HIG241119010575,2021 그랜저(IG) 가솔린 2.5 프리미엄 초이스,2021년,"16,464km",158머5759,양산,"2,870
만원",,,2021.01.25,가솔린,"2,497cc",크리미 화이트 펄,브라운,승용,5인승,2WD,자동,없음,없음,없음,있음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '미포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
GJJ241025009952,2022 G80 가솔린 2.5 터보 2WD 시그니처 디자인 셀렉션Ⅱ,2022년,"24,526km",240수2373,양산,"5,090
만원",,,2022.10.25,가솔린,"2,497cc",세빌 실버,듄 베이지(애쉬칼라 그라데이션),승용,5인승,2WD,자동,없음,없음,없음,없음,"{'내비게이션': '포함', '하이패스': '포함', '열선 스티어링 휠': '포함', '열선시트(1열/2열)': '포함', '통풍시트(1열)': '포함', '전동시트(1열)': '포함', '가죽 시트': '포함', '전동식 트렁크': '포함', '선루프': '미포함', '헤드업 디스플레이': '포함', '서라운드 뷰 모니터': '포함', '후방 모니터': '포함', '후측방 경보 시스템': '포함', '차선 이탈 경보': '포함', '스마트 크루즈 컨트롤': '포함', '전방 주차거리 경고': '포함'}",,,,,,,
